FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Paul,Pogba,MID,MUN,8300000,0,91,3.8,4.57831325301205E-07,1.09638554216867E-05,0,749865,7,20,0,0,0,4,0,11,9026,-2,0,91,2,0.3,0,2.5,11,0,10,0,3,8.8,603111,0,0,0,1,2160,10292,0,0,413,Bournemouth,Middlesbrough,West Brom,Everton,Sunderland,3.8,0,3.7,3.8,4,4.3,3.1,3.4,3.8,2.6,2.4,3.6
Nick,Pope,GLK,BUR,3900000,0,0,0,0,0,0,41503,0,0,0,0,0,0,0,0,1588,-1,0,0,1,0,0,0,0,0,0,0,0,2.3,40298,0,0,0,0,0,1631,0,0,0,Swansea,Liverpool,Sunderland,Tottenham,Stoke,0,0,0,0,0,0,0,0,0,0,0,0
Alex,Pritchard,MID,TOT,4500000,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,-4,0,0,0,1,0,0,0,Everton,Southampton,Burnley,Swansea,Watford,0,0,0,0,0,0,0,0,0,0,0,0
Sebastian,Prodl,DEF,WAT,4500000,0,59,2.5,5.55555555555556E-07,1.31111111111111E-05,0,66630,6,33,0,0,0,1,0,13.1,4900,0,0,59,0,0.2,0,0.7,3,0,4,0,2,1.2,101907,0,181,0,1,2005,372,0,0,327,Southampton,Crystal Palace,Sunderland,West Brom,Tottenham,3,0,2.4,2.4,3,1.6,2.5,2,3.4,1.3,1.6,2.4
Marc,Pugh,MID,BOU,4600000,2,24,0.307692307692308,6.68896321070234E-08,5.21739130434783E-06,0,6684,0,8,0,0,0,1,0,5.2,70,-4,0,24,4,0.4,0,1.7,3,0,1,0,1,0.1,4829,0,245,0,1,371,38,0,0,95,Man Utd,West Ham,Swansea,Southampton,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jason,Puncheon,MID,CRY,5200000,3,57,2.4,4.61538461538462E-07,1.09615384615385E-05,0,97482,8,36,0,0,0,0,0,11,767,-3,0,57,3,0.3,0,1.7,4,0,3,0,4,0.6,72931,0,381,0,0,2013,270,0,0,327,West Brom,Watford,Chelsea,Southampton,Arsenal,1.4,0,2.4,1.2,1.5,1.3,2.5,1.2,2.6,1.4,2.6,1.7
Domingos,Quina,MID,WHU,4500000,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,12,0,0,0,Chelsea,Bournemouth,Leicester,Hull City,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0
Gaston,Ramirez,MID,MID,5200000,2,55,2.9,5.57692307692308E-07,1.05769230769231E-05,0,105495,8,13,0,0,0,2,0,10.6,340,-3,0,55,3,0.1,0,0.7,6,0,6,0,3,0.5,75912,0,0,0,0,1303,257,0,0,218,Stoke,Man Utd,Swansea,Hull City,Burnley,2,0,2.5,2.2,2.6,3.7,2,1.9,2.1,1.5,2.7,1.4
Aaron,Ramsey,MID,ARS,7600000,0,18,0.230769230769231,3.03643724696356E-08,2.36842105263158E-06,0,149241,3,11,0,0,0,0,0,2.4,146,-4,0,18,4,0,0,0,0,0,1,0,1,0.9,13547,0,558,0,0,556,55,0,0,78,Liverpool,West Brom,Man City,West Ham,Crystal Palace,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Connor,Randall,DEF,LIV,3900000,0,0,0,0,0,0,52223,0,0,0,0,0,0,0,0,1597,-1,0,0,1,0,0,0,0,0,0,0,0,1.9,88241,0,30,0,0,0,1563,0,0,0,Arsenal,Burnley,Man City,Everton,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0
Darren,Randolph,GLK,WHU,4400000,2,48,3.2,7.27272727272727E-07,1.09090909090909E-05,0,36363,0,24,0,45,0,0,0,10.9,2036,-1,0,48,1,0.5,0,2.3,3,0,3,0,0,1.7,75004,0,56,0,0,1350,724,0,0,252,Chelsea,Bournemouth,Leicester,Hull City,Arsenal,3.5,3.4,3.3,3.2,3.7,3.5,2.5,3.5,3.3,3.9,4.5,2.3
Angel,Rangel,DEF,SWA,4300000,0,24,0.307692307692308,7.15563506261181E-08,5.58139534883721E-06,0,13099,1,24,0,0,0,1,0,5.6,245,-2,0,24,2,0,0,0,1,0,1,0,0,0.2,6257,0,194,0,0,797,71,0,0,179,Burnley,Hull City,Bournemouth,Middlesbrough,Tottenham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Andrea,Ranocchia,DEF,HUL,4500000,2,15,0.192307692307692,4.27350427350427E-08,3.33333333333333E-06,0,5838,1,3,0,0,0,0,0,3.3,2129,0,0,15,0,1,0,4.7,3,0,1,0,1,0.9,41357,0,0,0,1,295,1747,0,0,79,Leicester,Swansea,Everton,West Ham,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Tokelo,Rantie,FWD,BOU,4500000,0,0,0,0,0,0,14155,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1967,0,3,0,0,0,23,0,0,0,Man Utd,West Ham,Swansea,Southampton,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0
Marcus,Rashford,FWD,MUN,6400000,0,46,2.3,3.59375E-07,7.1875E-06,0,508497,2,12,0,0,0,3,0,7.2,2825,-6,0,46,6,0.2,0,1.5,0,0,4,0,2,4,422713,0,237,0,0,1049,2191,0,0,184,Bournemouth,Middlesbrough,West Brom,Everton,Sunderland,2.3,0,1.7,2.1,1.8,2.1,1.6,1.6,2.3,1.7,1.4,1.9
Adam,Reach,MID,MID,4400000,0,0,0,0,0,0,2326,0,0,0,0,0,0,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,486,0,0,0,0,0,2,0,0,0,Stoke,Man Utd,Swansea,Hull City,Burnley,0,0,0,0,0,0,0,0,0,0,0,0
Nathan,Redmond,MID,SOU,5800000,0,74,3.1,5.3448275862069E-07,1.27586206896552E-05,0,646955,1,27,0,0,0,3,0,12.8,4200,-2,0,74,2,0.3,0,2,7,0,8,0,1,4.4,534271,0,379,0,0,1956,7352,0,1,280,Watford,Tottenham,Bournemouth,Crystal Palace,West Brom,2.7,0,1.6,3,2.9,1.9,2.4,1.6,4,1.6,2.4,3.2
Harrison,Reed,MID,SOU,4300000,0,2,0.0256410256410256,5.96302921884317E-09,4.65116279069767E-07,0,2801,0,1,0,0,0,0,0,0.5,30,-2,0,2,2,0,0,0,0,0,0,0,0,0.1,1890,0,1,0,0,58,32,0,0,11,Watford,Tottenham,Bournemouth,Crystal Palace,West Brom,0,0,0,0,0,0,0,0,0,0,0,0
Winston,Reid,DEF,WHU,5100000,3,83,3.6,7.05882352941176E-07,1.62745098039216E-05,0,193721,7,37,0,0,0,2,0,16.3,9931,1,0,83,-1,0.3,0,1.3,16,0,6,0,3,4.3,268626,0,294,0,2,2057,2013,0,1,501,Chelsea,Bournemouth,Leicester,Hull City,Arsenal,4.2,4,3.9,3.8,4.4,4.1,3,4.1,3.9,4.6,5.3,2.7
Jeff,Reine-Adelaide,MID,ARS,4500000,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,8,0,0,0,Liverpool,West Brom,Man City,West Ham,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0
Loic,Remy,FWD,CRY,6200000,0,5,0.0641025641025641,1.03391232423491E-08,8.06451612903226E-07,0,24832,0,2,0,0,0,0,0,0.8,285,-3,0,5,3,0.1,0,0.7,0,0,1,0,0,0.2,17990,0,62,0,0,114,32,0,0,11,West Brom,Watford,Chelsea,Southampton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Rhodes,FWD,MID,5400000,0,8,1.3,2.40740740740741E-07,1.48148148148148E-06,0,38880,0,2,0,0,0,0,0,1.5,75,-6,0,8,6,0,0,0,0,0,0,0,0,0.2,3405,0,0,0,0,211,11,0,0,21,Stoke,Man Utd,Swansea,Hull City,Burnley,0,0,0,0,0,0,0,0,0,0,0,0
Declan,Rice,MID,WHU,4500000,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,444,0,0,0,0,0,52,0,0,0,Chelsea,Bournemouth,Leicester,Hull City,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0
Andrew,Robertson,DEF,HUL,4300000,2,43,2,4.65116279069767E-07,1E-05,0,75791,3,36,0,0,0,0,0,10,2045,-2,0,43,2,0.7,0,3,2,0,3,0,1,1.9,104664,0,0,0,0,1773,9783,0,0,312,Leicester,Swansea,Everton,West Ham,Middlesbrough,1,1.8,1.1,2.4,1.9,1.3,1.4,1.7,1.4,1.7,1.6,2.1
Paul,Robinson,GLK,BUR,4000000,0,3,0.0384615384615385,9.61538461538462E-09,7.5E-07,0,57400,0,4,0,5,0,0,0,0.8,1130,0,0,3,0,0,0,0,0,0,0,0,0,2.5,41113,0,0,0,0,180,795,0,0,27,Swansea,Liverpool,Sunderland,Tottenham,Stoke,0,0,0,0,0,0,0,0,0,0,0,0
Joel,Robles,GLK,EVE,4700000,6,60,0.769230769230769,1.6366612111293E-07,1.27659574468085E-05,0,15038,1,7,0,31,0,0,0,12.8,1866,-3,0,60,3,1,0,4.7,5,0,7,0,1,0.9,44150,0,110,0,1,927,2440,0,0,249,Tottenham,West Brom,Hull City,Liverpool,Man Utd,0.4,0.5,0.5,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4
Hal,Robson-Kanu,FWD,WBA,5000000,0,32,1.6,3.2E-07,6.4E-06,0,32873,1,6,0,0,0,1,0,6.4,1010,0,0,32,0,0.1,0,0.7,2,0,0,0,2,0.3,40603,0,0,0,0,295,372,0,0,88,Crystal Palace,Everton,Arsenal,Man Utd,Watford,1.2,0.8,1.2,0.8,0.8,1.4,1.6,0.9,1.7,0.8,1,1.1
Jay,Rodriguez,MID,SOU,6100000,0,50,0.641025641025641,1.05086170659941E-07,8.19672131147541E-06,0,59334,0,12,0,0,0,4,0,8.1,1407,-4,1,50,4,0.3,0,2,5,0,2,0,1,0.3,52533,0,56,0,1,671,229,-1,0,114,Watford,Tottenham,Bournemouth,Crystal Palace,West Brom,0.3,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Jack,Rodwell,MID,SUN,4300000,0,25,1.9,4.41860465116279E-07,5.81395348837209E-06,0,85546,4,21,0,0,0,0,0,5.8,407,-2,0,25,2,0.1,0,0.3,1,0,1,0,1,0.6,67843,0,112,0,0,1024,38,0,0,134,Man City,Burnley,Watford,Leicester,Man Utd,0,0,2,1.2,1.1,1.3,1,1,1.4,1.3,1.4,1
Marcos,Rojo,DEF,MUN,5200000,0,49,3.3,6.34615384615385E-07,9.42307692307692E-06,0,44833,3,10,0,0,0,0,0,9.4,978,-3,0,49,3,0.1,0,0.5,6,0,5,0,0,0.8,43347,0,192,0,0,1191,891,0,0,264,Bournemouth,Middlesbrough,West Brom,Everton,Sunderland,4.2,0,3.2,4.2,3.5,2.8,3.6,2.5,3.5,4,2.8,3.9
Sergio,Romero,GLK,MUN,4700000,0,0,0,0,0,0,3658,0,0,0,0,0,0,0,0,43,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,935,0,40,0,0,0,11,0,0,0,Bournemouth,Middlesbrough,West Brom,Everton,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0
Salomon,Rondon,FWD,WBA,6700000,2,93,3.6,5.37313432835821E-07,1.38805970149254E-05,0,724726,2,30,0,0,0,7,0,13.9,35351,2,0,93,-2,0.3,0,1.7,8,0,6,0,3,6.6,872726,0,354,0,1,2136,7836,0,0,258,Crystal Palace,Everton,Arsenal,Man Utd,Watford,4.2,2.5,4.1,3,3.2,4.6,4.9,3.5,5.2,2.8,3.6,3.9
Wayne,Rooney,FWD,MUN,8600000,0,49,0.628205128205128,7.30471079308289E-08,5.69767441860465E-06,0,275133,5,10,0,0,0,2,0,5.7,646,-4,0,49,4,0,0,0,6,0,3,0,5,2.3,141461,0,509,0,0,928,376,0,0,195,Bournemouth,Middlesbrough,West Brom,Everton,Sunderland,0.3,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Danny,Rose,DEF,TOT,6000000,0,84,4.7,7.83333333333333E-07,1.4E-05,0,504142,8,11,0,0,0,2,0,14,22919,0,0,84,0,0,0,0,6,0,8,0,3,5.3,385086,0,346,0,2,1530,463,0,0,357,Everton,Southampton,Burnley,Swansea,Watford,0,0,0,0,0,6.3,7,3.2,7,5.1,5.4,4.7
Jack,Rose,GLK,WBA,4000000,0,0,0,0,0,0,4746,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0.2,8937,0,0,0,0,0,92,0,0,0,Crystal Palace,Everton,Arsenal,Man Utd,Watford,0,0,0,0,0,0,0,0,0,0,0,0
Wayne,Routledge,MID,SWA,4600000,2,62,2.7,5.8695652173913E-07,1.34782608695652E-05,0,46087,1,37,0,0,0,2,0,13.5,869,-4,0,62,4,0.5,0,2.3,1,0,5,0,2,0.5,41791,0,269,0,0,1688,2642,0,0,196,Burnley,Hull City,Bournemouth,Middlesbrough,Tottenham,3.2,2.4,1.7,2.6,2.2,1.5,2.4,2.4,2,2.4,2.5,2.3
Charlie,Rowan,DEF,WAT,4000000,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,665,0,0,0,0,0,42,0,0,0,Southampton,Crystal Palace,Sunderland,West Brom,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0
Bacary,Sagna,DEF,MCI,5300000,0,40,0.512820512820513,9.67585873246251E-08,7.54716981132075E-06,0,230520,2,14,0,0,0,0,0,7.5,425,-2,0,40,2,0.7,0,3.5,2,0,4,0,1,1.8,32229,0,386,0,0,1112,1888,0,0,246,Sunderland,Stoke,Liverpool,Arsenal,Chelsea,0.6,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Diafra,Sakho,FWD,WHU,5800000,0,10,0.128205128205128,2.210433244916E-08,1.72413793103448E-06,0,7717,0,2,0,0,0,1,0,1.7,47,-2,0,10,2,0,0,0,2,0,0,0,0,0.1,3968,0,286,0,0,125,24,0,0,29,Chelsea,Bournemouth,Leicester,Hull City,Arsenal,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mamadou,Sakho,DEF,CRY,4700000,6,6,0.0769230769230769,1.6366612111293E-08,1.27659574468085E-06,0,5645,0,0,0,0,0,0,0,1.3,181,-3,0,6,3,0.4,0,2,0,0,1,0,0,0.2,8023,0,273,0,0,90,1614,0,0,26,West Brom,Watford,Chelsea,Southampton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0
Bakary,Sako,MID,CRY,5300000,0,4,0.0512820512820513,9.67585873246251E-09,7.54716981132075E-07,0,1156,0,3,0,0,0,0,0,0.8,17,-2,0,4,2,0,0,0,0,0,0,0,0,0,598,0,220,0,0,63,24,0,0,14,West Brom,Watford,Chelsea,Southampton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0
Alexis,Sanchez,MID,ARS,11600000,0,183,7.3,6.29310344827586E-07,1.57758620689655E-05,0,1206063,5,27,0,0,0,17,0,15.8,87517,6,1,183,-6,0.7,1,8.5,21,0,8,0,9,28.3,1920442,0,690,0,7,2143,28786,-1,0,586,Liverpool,West Brom,Man City,West Ham,Crystal Palace,6,0,7.8,8.4,8.3,9.1,9.1,10.6,6.5,9.4,8.4,10.1
Leroy,Sane,MID,MCI,7600000,0,44,0.564102564102564,7.42240215924427E-08,5.78947368421053E-06,0,46924,1,7,0,0,0,2,0,5.9,2008,-4,-1,44,4,0.5,0,3.5,3,0,2,0,3,3.3,159750,0,0,0,0,752,108796,1,0,149,Sunderland,Stoke,Liverpool,Arsenal,Chelsea,0.6,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Yaya,Sanogo,FWD,ARS,4600000,0,0,0,0,0,0,9100,0,0,0,0,0,0,0,0,51,-4,0,0,4,0,0,0,0,0,0,0,0,0.1,3447,0,0,0,0,0,38,0,0,0,Liverpool,West Brom,Man City,West Ham,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0
Jeffrey,Schlupp,DEF,CRY,4700000,1,9,0.115384615384615,2.45499181669394E-08,1.91489361702128E-06,0,18080,0,4,0,0,0,0,0,1.9,353,-3,0,9,3,0.1,0,0.7,0,0,0,0,0,0.2,6026,0,236,0,0,265,31,0,0,48,West Brom,Watford,Chelsea,Southampton,Arsenal,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Kasper,Schmeichel,GLK,LEI,4900000,4,60,3.3,6.73469387755102E-07,1.22448979591837E-05,0,389721,1,28,0,67,0,0,0,12.2,1350,-1,0,60,1,0.6,0,2.7,5,0,4,0,0,5.3,82055,0,475,0,0,1586,1687,0,0,337,Hull City,West Ham,Stoke,Sunderland,Everton,4.5,0,3.6,4.5,3.8,2.3,3.4,4.4,2.9,3.8,2.7,4.6
Morgan,Schneiderlin,MID,EVE,4600000,3,14,0.179487179487179,3.90189520624303E-08,3.04347826086957E-06,0,23239,1,5,0,0,0,0,0,3,1521,-4,0,14,4,0.5,0,2.3,0,0,2,0,0,0.7,36976,0,317,0,0,432,1759,0,0,89,Tottenham,West Brom,Hull City,Liverpool,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Bastian,Schweinsteiger,MID,MUN,5100000,0,0,0,0,0,0,6922,0,0,0,0,0,0,0,0,51,-4,0,0,4,0,0,0,0,0,0,0,0,0.1,1633,0,200,0,0,0,30,0,0,0,Bournemouth,Middlesbrough,West Brom,Everton,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0
Xherdan,Shaqiri,MID,STK,6000000,0,51,0.653846153846154,1.08974358974359E-07,8.5E-06,0,469728,1,10,0,0,0,3,0,8.5,1682,-5,0,51,5,0,0,0,5,0,6,0,0,2.9,237465,0,302,0,1,1072,497,0,0,164,Middlesbrough,Man City,Chelsea,Leicester,Burnley,0,0,0,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3
Luke,Shaw,DEF,MUN,5200000,0,28,0.358974358974359,6.90335305719921E-08,5.38461538461538E-06,0,849786,0,5,0,0,0,0,0,5.4,1323,-3,0,28,3,0,0,0,2,0,3,0,1,6.7,368436,0,92,0,1,525,220,0,0,132,Bournemouth,Middlesbrough,West Brom,Everton,Sunderland,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Ryan,Shawcross,DEF,STK,4900000,0,65,2.8,5.71428571428571E-07,1.3265306122449E-05,0,98493,4,37,0,0,0,1,0,13.3,1562,-1,0,65,1,0.6,0,2.7,6,0,5,0,2,1.8,83223,1,176,0,2,2070,2371,0,0,355,Middlesbrough,Man City,Chelsea,Leicester,Burnley,5.3,0,3,1.6,1.7,3.9,3.5,2.3,3.7,2.6,3.6,2.5
,Sheyi Ojo,MID,LIV,4700000,0,0,0,0,0,0,916,0,0,0,0,0,0,0,0,11,-3,0,0,3,0,0,0,0,0,0,0,0,0,216,0,81,0,0,0,7,0,0,0,Arsenal,Burnley,Man City,Everton,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0
Gylfi,Sigurdsson,MID,SWA,7600000,5,131,5,6.57894736842105E-07,1.72368421052632E-05,0,613815,2,57,0,0,0,8,0,17.2,19016,1,-1,131,-1,0.8,0,5.7,13,0,3,0,9,14.9,936668,0,586,0,3,2247,115675,1,0,481,Burnley,Hull City,Bournemouth,Middlesbrough,Tottenham,7.3,6,4.7,6.3,5.7,4.1,6,6,5.2,6,6.2,5.8
David,Silva,MID,MCI,8600000,0,80,3.5,4.06976744186047E-07,9.30232558139535E-06,0,226971,4,26,0,0,0,2,0,9.3,1416,-4,0,80,4,0.4,0,3.5,9,0,6,0,5,2.4,97033,0,351,0,1,1908,12928,0,0,403,Sunderland,Stoke,Liverpool,Arsenal,Chelsea,7.3,0,2.6,2.2,2.2,4.5,2.7,3.4,3.2,3.2,4.4,3.6
Danny,Simpson,DEF,LEI,4800000,2,48,2,4.16666666666667E-07,1E-05,0,82561,8,35,0,0,0,0,0,10,452,-2,0,48,2,0.3,0,1.3,1,0,5,0,1,1.1,21304,0,390,0,0,1998,629,0,0,323,Hull City,West Ham,Stoke,Sunderland,Everton,2.2,0,1.7,2.2,1.8,1,1.5,2.2,1.3,1.8,1.2,2.3
Joshua,Sims,MID,SOU,4200000,0,10,0.128205128205128,3.05250305250305E-08,2.38095238095238E-06,0,19807,0,1,0,0,0,0,0,2.4,839,-3,0,10,3,0,0,0,0,0,1,0,1,0.3,32504,0,0,0,0,158,694,0,0,42,Watford,Tottenham,Bournemouth,Crystal Palace,West Brom,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jerome,Sinclair,FWD,WAT,4800000,0,6,1.2,2.5E-07,1.25E-06,0,17795,0,1,0,0,0,0,0,1.3,151,-2,0,6,2,0,0,0,0,0,0,0,0,0.2,7215,0,0,0,0,116,41,0,0,11,Southampton,Crystal Palace,Sunderland,West Brom,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0
Moussa,Sissoko,MID,TOT,6600000,0,33,0.423076923076923,6.41025641025641E-08,5E-06,0,13656,2,2,0,0,0,0,0,5,88,-4,0,33,4,0.1,0,0.7,0,0,4,0,3,0.1,12857,0,0,0,0,625,53,0,0,114,Everton,Southampton,Burnley,Swansea,Watford,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Islam,Slimani,FWD,LEI,8200000,0,59,0.756410256410256,9.2245153220763E-08,7.19512195121951E-06,0,149050,1,14,0,0,0,5,0,7.2,417,-3,0,59,3,0,0,0.3,7,0,5,0,3,0.6,150335,0,0,0,1,948,274,0,0,188,Hull City,West Ham,Stoke,Sunderland,Everton,0.6,0,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Chris,Smalling,DEF,MUN,5800000,0,42,0.538461538461538,9.28381962864721E-08,7.24137931034483E-06,0,52699,0,11,0,0,0,1,0,7.2,413,-2,0,42,2,1.4,0,8,1,0,3,0,1,1.2,25849,0,381,0,0,857,2572,0,0,221,Bournemouth,Middlesbrough,West Brom,Everton,Sunderland,0.3,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Adam,Smith,DEF,BOU,4500000,1,62,2.6,5.77777777777778E-07,1.37777777777778E-05,0,473255,6,45,0,0,0,1,0,13.8,8785,0,0,62,0,0.2,0,0.7,5,0,4,0,4,6.4,609477,0,297,0,1,2021,3523,0,0,403,Man Utd,West Ham,Swansea,Southampton,Liverpool,1.6,3.4,2.7,2.2,2.6,2.7,1.7,2.7,1.7,3.1,3,1.4
Bradley,Smith,DEF,BOU,4000000,0,4,0.0512820512820513,1.28205128205128E-08,1E-06,0,155412,1,9,0,0,0,0,0,1,1844,0,0,4,0,0,0,0,0,0,0,0,0,2.7,82840,0,35,0,0,269,601,0,0,35,Man Utd,West Ham,Swansea,Southampton,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0
Robert,Snodgrass,MID,WHU,5800000,2,109,4.5,7.75862068965517E-07,1.87931034482759E-05,0,724562,2,46,0,0,0,7,0,18.8,43176,3,0,109,-3,0.5,0,3,16,0,2,0,4,11.7,1118086,0,0,0,2,1977,28617,0,0,405,Chelsea,Bournemouth,Leicester,Hull City,Arsenal,4.2,4,6.2,5.1,3.3,5,5.3,5.2,4.1,4.9,3.9,4.2
Ramadan,Sobhi,MID,STK,4800000,2,22,0.282051282051282,5.87606837606838E-08,4.58333333333333E-06,0,37682,0,7,0,0,0,0,0,4.6,387,-7,0,22,7,0.6,0,3,1,0,2,0,2,0.5,19177,0,0,0,0,371,5322,0,0,91,Middlesbrough,Man City,Chelsea,Leicester,Burnley,0.2,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Dominic,Solanke,FWD,CHE,5000000,0,0,0,0,0,0,581,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,678,0,0,0,0,0,14,0,0,0,West Ham,Stoke,Crystal Palace,Man City,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0
Heung-Min,Son,MID,TOT,6800000,1,100,1.28205128205128,1.88536953242836E-07,1.47058823529412E-05,0,763021,2,12,0,0,0,7,0,14.7,14007,-7,0,100,7,0.4,0,2.7,6,0,7,0,6,3.7,859658,0,244,0,2,1253,4694,0,0,289,Everton,Southampton,Burnley,Swansea,Watford,0.9,0,0.8,0.6,0.6,1.1,0.8,0.6,0.6,0.6,0.7,0.6
Pape,Souare,DEF,CRY,4200000,0,6,0.0769230769230769,1.83150183150183E-08,1.42857142857143E-06,0,53582,0,3,0,0,0,0,0,1.4,74,-3,0,6,3,0,0,0,0,0,0,0,0,0.3,20585,0,354,0,0,270,17,0,0,37,West Brom,Watford,Chelsea,Southampton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0
Julian,Speroni,GLK,CRY,4300000,0,0,0,0,0,0,6991,0,0,0,0,0,0,0,0,56,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,1175,0,13,0,0,0,11,0,0,0,West Brom,Watford,Chelsea,Southampton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0
Raphael,Spiegel,GLK,WHU,4000000,0,0,0,0,0,0,2897,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0.2,7659,0,0,0,0,0,141,0,0,0,Chelsea,Bournemouth,Leicester,Hull City,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0
Junior,Stanislas,MID,BOU,5000000,0,75,0.961538461538462,1.92307692307692E-07,1.5E-05,0,231166,1,23,0,0,0,4,0,14.7,21148,-5,1,75,5,0,0,0,6,0,4,0,6,2.1,308999,0,217,0,1,1099,1273,-1,0,274,Man Utd,West Ham,Swansea,Southampton,Liverpool,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5
Maarten,Stekelenburg,GLK,EVE,4700000,0,57,3.6,7.65957446808511E-07,1.21276595744681E-05,0,206923,2,20,0,35,0,0,0,11.9,2177,-3,1,57,3,0,0,0,3,0,3,0,0,2,204260,1,151,2,1,1413,147,-1,0,255,Tottenham,West Brom,Hull City,Liverpool,Man Utd,2.8,5,4.9,4,2.7,4.1,4.8,4.3,4.4,3.4,4.2,4.1
